label,input
error,kernel: wlan0: connection lost from 00:25:9c:7a:10:02 after beacon timeout station=6c:5a:b0:2e:91:c8 seq=5252
normal,hostapd: wlan0: STA a8:6d:aa:42:bc:09 WPA: group key handshake completed (RSN) gtk=2 event_id=train-82
error,hostapd: wlan0: STA d8:bb:c1:07:90:ac EAP-TLS: client certificate validation failed serial=104931
normal,hostapd: wlan0: STA 70:3a:cb:51:2d:88 RSN: PMKSA cache entry added cache_id=2631
error,hostapd: wlan0: STA 64:5a:04:a9:33:e1 PMF required but client did not negotiate management frame protection attempt=5613
normal,hostapd: wlan0: STA e4:5f:01:aa:3b:77 RSN: PMKSA cache entry refreshed cache_id=2347
error,hostapd: wlan0: STA 48:5f:99:c0:21:6a WPA: EAPOL-Key timeout after message 1/4 retry=1 event_id=train-3757
error,dnsmasq-dhcp[411]: bad DHCP request from d8:bb:c1:07:90:ac: requested address outside subnet xid=4679
error,hostapd: wlan0: STA d8:bb:c1:07:90:ac EAP-TLS: client certificate validation failed serial=105039
normal,hostapd: wlan0: STA 2c:54:cf:92:10:bd retry counter reset after successful frame ack retry_count=2 event_id=train-2254
normal,hostapd: wlan0: STA dc:a6:32:48:91:0f IEEE 802.11: authenticated auth_seq=48
normal,wpa_supplicant: wlan0: CTRL-EVENT-SIGNAL-CHANGE station=f4:f5:d8:7a:19:2b above=1 signal=-61 noise=-95 txrate=144.4 Mb/s
normal,"hostapd: wlan0: STA e4:5f:01:aa:3b:77 IEEE 802.11: did not acknowledge keepalive, retry scheduled retry=1 event_id=train-2017"
normal,hostapd: wlan0: STA d8:bb:c1:07:90:ac RSN: PMKSA cache hit cache_id=2645
normal,hostapd: wlan0: STA dc:a6:32:48:91:0f WPA: EAPOL-Key message sent replay_counter=552
normal,hostapd: wlan0: STA 5c:e9:1e:33:8f:a1 RSN: PMKSA cache entry refreshed cache_id=2432
normal,dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.20.2.74 6c:5a:b0:2e:91:c8 xid=1004
normal,hostapd: wlan0: STA a8:6d:aa:42:bc:09 transient low ACK rate recovered ack_rate=32
error,hostapd: wlan0: STA a0:36:9f:71:b5:2e IEEE 802.11: association denied status_code=17 AP full attempt=5735
normal,"hostapd: wlan0: STA 48:5f:99:c0:21:6a IEEE 802.11: did not acknowledge keepalive, retry scheduled retry=1 event_id=train-1975"
normal,kernel: wlan0: station 28:cf:e9:5b:73:a4 power save mode enabled ps_seq=1525
normal,kernel: wlan0: station 0c:8b:fd:61:c2:14 data rate updated to 300 Mbps mcs=3
error,wpa_supplicant: wlan0: CTRL-EVENT-DISCONNECTED station=e4:5f:01:aa:3b:77 bssid=00:25:9c:7a:10:01 reason=34 locally_generated=0 seq=4147
error,hostapd: wlan0: STA 48:5f:99:c0:21:6a WPA: EAPOL-Key timeout after message 1/4 retry=1 event_id=train-3901
error,"hostapd: wlan0: STA 9c:b6:d0:13:7e:64 excessive frame retries, disconnecting station retry_count=15"
error,hostapd: wlan0: STA 48:5f:99:c0:21:6a WPA: EAPOL-Key timeout after message 1/4 retry=3
error,hostapd: wlan0: STA 2c:54:cf:92:10:bd IEEE 802.11: deauthenticated due to local deauth request reason=3 seq=4510
normal,dnsmasq-dhcp[411]: DHCPINFORM(wlan0) 10.20.4.142 2c:54:cf:92:10:bd
normal,hostapd: wlan0: STA a8:6d:aa:42:bc:09 accounting session started session=3472
error,hostapd: wlan0: STA a0:36:9f:71:b5:2e IEEE 802.11: disassociated due to inactivity reason=4 seq=4421
normal,hostapd: wlan0: STA dc:a6:32:48:91:0f RSN: PMKSA cache entry refreshed cache_id=2532
normal,hostapd: wlan0: STA 88:66:5a:d1:72:0c changed power save mode: off ps_seq=1714
error,hostapd: wlan0: STA a0:36:9f:71:b5:2e PMF required but client did not negotiate management frame protection attempt=5663
normal,dnsmasq-dhcp[411]: DHCPOFFER(wlan0) 10.20.1.41 e4:5f:01:aa:3b:77 lease=12h
error,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 IEEE 802.1X: EAP timeout waiting for response session=5126
normal,kernel: wlan0: station 6c:5a:b0:2e:91:c8 power save mode disabled after traffic idle interval=68s
error,hostapd: wlan0: STA b8:27:eb:6d:45:f2 disconnected after repeated keepalive failures retry_count=12
error,hostapd: wlan0: STA 3c:22:fb:10:24:38 PMF required but client did not negotiate management frame protection attempt=5598
normal,kernel: wlan0: station 3c:22:fb:10:24:38 power save mode disabled ps_seq=1458
error,hostapd: wlan0: STA 9c:b6:d0:13:7e:64 IEEE 802.11: disassociated due to inactivity reason=4 seq=4271
error,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 WPA: 4-Way Handshake failed - pre-shared key may be incorrect attempt=3992
error,hostapd: wlan0: STA a0:36:9f:71:b5:2e IEEE 802.11: authentication failed status_code=13 attempt=5717
normal,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 IEEE 802.11: associated (aid 8)
normal,hostapd: wlan0: STA 2c:54:cf:92:10:bd signal poll updated signal=-61 noise=-95
error,hostapd: wlan0: STA 9c:b6:d0:13:7e:64 EAP-TLS: client certificate validation failed serial=104991
error,kernel: wlan0: hardware restart required after station f4:f5:d8:7a:19:2b transmit timeout queue=2
normal,kernel: wlan0: station b8:27:eb:6d:45:f2 power save mode disabled ps_seq=1464
normal,hostapd: wlan0: STA 9c:b6:d0:13:7e:64 temporary keepalive miss recovered without disconnect retry=2 event_id=train-1907
error,hostapd: wlan0: STA 2c:54:cf:92:10:bd IEEE 802.11: association rejected unsupported rates status_code=18 attempt=5716
normal,hostapd: wlan0: STA 5c:e9:1e:33:8f:a1 keepalive retry succeeded retry=2 event_id=train-1796
error,hostapd: wlan0: STA 70:3a:cb:51:2d:88 WPA: received EAPOL-Key with invalid MIC replay_counter=4017
normal,wpa_supplicant: wlan0: CTRL-EVENT-CONNECTED bssid=18:64:72:2f:8a:c3 id=0 ssid=IoT-Net station=9c:b6:d0:13:7e:64
error,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 IEEE 802.1X: EAP timeout waiting for response session=4856
normal,kernel: wlan0: station 48:5f:99:c0:21:6a power save mode enabled ps_seq=1675
normal,hostapd: wlan0: STA f4:f5:d8:7a:19:2b EAP: peer certificate verified serial=103338
normal,hostapd: wlan0: STA a0:36:9f:71:b5:2e changed power save mode: on ps_seq=1469
normal,hostapd: wlan0: STA f4:f5:d8:7a:19:2b RSN: PMKSA cache entry added cache_id=2546
normal,hostapd: wlan0: STA a8:6d:aa:42:bc:09 WPA: group key handshake completed (RSN) gtk=0 event_id=train-316
normal,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 RSN: using cached PMKSA for fast reconnect cache_id=2439
error,hostapd: wlan0: STA 2c:54:cf:92:10:bd RADIUS: server timeout during authentication session=5140
normal,hostapd: wlan0: STA a8:6d:aa:42:bc:09 WPA: EAPOL-Key message 3/4 sent replay_counter=610
normal,hostapd: wlan0: STA 64:5a:04:a9:33:e1 WPA: pairwise key handshake completed (RSN) event_id=train-243
normal,hostapd: wlan0: STA e4:5f:01:aa:3b:77 RSN: PMKSA cache hit cache_id=2545
normal,hostapd: wlan0: STA 64:5a:04:a9:33:e1 keepalive response received after retry retry=0
normal,hostapd: wlan0: STA dc:a6:32:48:91:0f RSN: using cached PMKSA for fast reconnect cache_id=2784
error,hostapd: wlan0: STA 64:5a:04:a9:33:e1 WPA: received EAPOL-Key with invalid MIC replay_counter=3597
normal,wpa_supplicant: wlan0: CTRL-EVENT-CONNECTED bssid=00:25:9c:7a:10:01 id=0 ssid=IoT-Net station=a0:36:9f:71:b5:2e
error,wpa_supplicant: wlan0: CTRL-EVENT-BEACON-LOSS station=e4:5f:01:aa:3b:77 bssid=00:25:9c:7a:10:02 seq=5191
normal,hostapd: wlan0: STA a8:6d:aa:42:bc:09 changed power save mode: off ps_seq=1492
normal,hostapd: wlan0: STA 2c:54:cf:92:10:bd changed power save mode: off ps_seq=1594
normal,dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.20.3.153 70:3a:cb:51:2d:88 client-43
normal,kernel: wlan0: station f4:f5:d8:7a:19:2b power save mode disabled after traffic idle interval=86s event_id=train-1658
error,kernel: wlan0: station 6c:5a:b0:2e:91:c8 link failed due to poor channel conditions signal=-92
error,hostapd: wlan0: STA f4:f5:d8:7a:19:2b IEEE 802.1X: EAP timeout waiting for response session=5048
error,dnsmasq-dhcp[411]: DHCPNAK(wlan0) 10.20.2.190 6c:5a:b0:2e:91:c8 lease conflict detected xid=4730
error,hostapd: wlan0: STA b8:27:eb:6d:45:f2 RADIUS: Access-Reject received session=5154
error,wpa_supplicant: wlan0: CTRL-EVENT-BEACON-LOSS station=88:66:5a:d1:72:0c bssid=00:25:9c:7a:10:01 seq=5206
error,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 IEEE 802.11: authentication failed status_code=13 attempt=5647
normal,radiusd[822]: Login OK: [0c:8b:fd:61:c2:14] from client ap-7 port 4231
normal,hostapd: wlan0: STA 70:3a:cb:51:2d:88 WPA: pairwise key handshake completed (RSN) event_id=train-213
normal,kernel: wlan0: station f4:f5:d8:7a:19:2b power save mode disabled after traffic idle interval=62s
normal,kernel: wlan0: station d8:bb:c1:07:90:ac low signal warning cleared signal=-51
normal,dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.20.3.201 64:5a:04:a9:33:e1 client-11
error,"kernel: wlan0: station 0c:8b:fd:61:c2:14 beacon loss detected, connection unstable seq=5355"
error,hostapd: wlan0: STA 48:5f:99:c0:21:6a WPA: EAPOL-Key timeout after message 1/4 retry=1 event_id=train-4117
normal,radiusd[822]: Login OK: [a0:36:9f:71:b5:2e] from client ap-7 port 4359
normal,hostapd: wlan0: STA 88:66:5a:d1:72:0c retry counter reset after successful frame ack retry_count=0 event_id=train-1924
error,kernel: wlan0: firmware crashed while processing association response station=9c:b6:d0:13:7e:64 crash_id=5441
normal,dnsmasq-dhcp[411]: DHCPOFFER(wlan0) 10.20.1.191 28:cf:e9:5b:73:a4 lease=12h
normal,hostapd: wlan0: STA 2c:54:cf:92:10:bd reassociated successfully aid=7
normal,hostapd: wlan0: STA b8:27:eb:6d:45:f2 temporary queue timeout recovered queue=4
error,hostapd: wlan0: STA 5c:e9:1e:33:8f:a1 IEEE 802.1X: EAP timeout waiting for response session=5042
error,hostapd: wlan0: STA d8:bb:c1:07:90:ac EAP-TLS: client certificate validation failed serial=104895
normal,hostapd: wlan0: STA 88:66:5a:d1:72:0c WPA: group key handshake completed (RSN) gtk=0 event_id=train-268
normal,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 RSN: using cached PMKSA for fast reconnect cache_id=2714
normal,dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.20.3.45 70:3a:cb:51:2d:88 client-15
error,hostapd: wlan0: STA d8:bb:c1:07:90:ac disconnected after repeated keepalive failures retry_count=15
normal,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 WPA: EAPOL-Key message 1/4 sent replay_counter=644
normal,kernel: wlan0: station f4:f5:d8:7a:19:2b power save mode disabled after traffic idle interval=116s event_id=train-1568
error,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 WPA: 4-Way Handshake failed - pre-shared key may be incorrect attempt=3956
normal,hostapd: wlan0: STA 70:3a:cb:51:2d:88 keepalive response received after retry retry=0 event_id=train-2211
normal,kernel: wlan0: station e4:5f:01:aa:3b:77 power save mode enabled ps_seq=1303
normal,hostapd: wlan0: STA 5c:e9:1e:33:8f:a1 temporary queue timeout recovered queue=0
error,radiusd[822]: Login incorrect: [70:3a:cb:51:2d:88] invalid password from client ap-1 event_id=train-5037
normal,hostapd: wlan0: STA 2c:54:cf:92:10:bd EAP: peer certificate verified serial=103286
normal,dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 3c:22:fb:10:24:38 xid=972
normal,wpa_supplicant: wlan0: CTRL-EVENT-SCAN-RESULTS station=9c:b6:d0:13:7e:64 scan_id=3173
normal,hostapd: wlan0: STA f4:f5:d8:7a:19:2b transient low ACK rate recovered ack_rate=24
error,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 WPA: received EAPOL-Key with invalid MIC replay_counter=3681
error,hostapd: wlan0: STA 70:3a:cb:51:2d:88 IEEE 802.11: disassociated due to inactivity reason=4 seq=4341
normal,hostapd: wlan0: STA a0:36:9f:71:b5:2e temporary keepalive miss recovered without disconnect retry=2 event_id=train-2291
normal,hostapd: wlan0: STA dc:a6:32:48:91:0f RSN: PMKSA cache entry added cache_id=2766
normal,hostapd: wlan0: STA 70:3a:cb:51:2d:88 FT authentication completed r0kh_id=ap-7
normal,hostapd: wlan0: STA f4:f5:d8:7a:19:2b temporary queue timeout recovered queue=4 event_id=train-3584
normal,hostapd: wlan0: STA 70:3a:cb:51:2d:88 WPA: pairwise key handshake completed (RSN) event_id=train-339
error,hostapd: wlan0: STA 88:66:5a:d1:72:0c disconnected after repeated keepalive failures retry_count=10
normal,hostapd: wlan0: STA 3c:22:fb:10:24:38 WPA: EAPOL-Key message sent replay_counter=648
error,hostapd: wlan0: STA a0:36:9f:71:b5:2e EAP-TLS: client certificate validation failed serial=105159
normal,hostapd: wlan0: STA a0:36:9f:71:b5:2e FT authentication completed r0kh_id=ap-7 event_id=train-3227
normal,hostapd: wlan0: STA d8:bb:c1:07:90:ac changed power save mode: on ps_seq=1673
normal,hostapd: wlan0: STA 3c:22:fb:10:24:38 keepalive response received sequence=2250
normal,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 RSN: PMKSA cache hit cache_id=2660
error,hostapd: wlan0: STA 3c:22:fb:10:24:38 WPA: EAPOL-Key timeout after message 3/4 retry=2 event_id=train-3918
normal,hostapd: wlan0: STA 3c:22:fb:10:24:38 RSN: PMKSA cache lookup succeeded cache_id=2538
error,hostapd: wlan0: STA b8:27:eb:6d:45:f2 deauthenticated after keepalive timeout reason=4 retry_count=8
error,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 IEEE 802.11: association denied status_code=17 AP full attempt=5665
normal,"hostapd: wlan0: STA 28:cf:e9:5b:73:a4 IEEE 802.11: did not acknowledge keepalive, retry scheduled retry=1 event_id=train-2131"
normal,hostapd: wlan0: STA a8:6d:aa:42:bc:09 changed power save mode: off ps_seq=1312
normal,hostapd: wlan0: STA 5c:e9:1e:33:8f:a1 RSN: PMKSA cache entry added cache_id=2576
normal,hostapd: wlan0: STA 2c:54:cf:92:10:bd retry counter reset after successful frame ack retry_count=2 event_id=train-2326
error,kernel: wlan0: firmware crashed while processing association response station=70:3a:cb:51:2d:88 crash_id=5421
error,hostapd: wlan0: STA dc:a6:32:48:91:0f IEEE 802.11: class 3 frame from nonassociated station reason=7 seq=4224
normal,hostapd: wlan0: STA e4:5f:01:aa:3b:77 accounting session stopped normally session=3463
error,dnsmasq-dhcp[411]: no address available for DHCP request from a8:6d:aa:42:bc:09 pool=4 event_id=train-4798
error,hostapd: wlan0: STA a0:36:9f:71:b5:2e WPA: group key handshake timeout retry=3 event_id=train-3767
error,hostapd: wlan0: STA b8:27:eb:6d:45:f2 WPA: EAPOL-Key timeout after message 3/4 retry=0 event_id=train-4032
normal,hostapd: wlan0: STA 64:5a:04:a9:33:e1 RSN: PMKSA cache entry refreshed cache_id=2337
error,dnsmasq-dhcp[411]: bad DHCP request from f4:f5:d8:7a:19:2b: requested address outside subnet xid=4814
normal,hostapd: wlan0: STA dc:a6:32:48:91:0f keepalive response received sequence=2172
normal,hostapd: wlan0: STA a8:6d:aa:42:bc:09 retry counter reset after successful frame ack retry_count=2 event_id=train-1846
normal,hostapd: wlan0: STA 3c:22:fb:10:24:38 signal poll updated signal=-57 noise=-95
normal,kernel: wlan0: station 48:5f:99:c0:21:6a power save mode enabled ps_seq=1729
normal,hostapd: wlan0: STA a0:36:9f:71:b5:2e WPA: EAPOL-Key message 4/4 received replay_counter=443
error,hostapd: wlan0: STA a8:6d:aa:42:bc:09 WPA: pairwise key installation failed keyidx=0 event_id=train-3664
normal,hostapd: wlan0: STA b8:27:eb:6d:45:f2 RSN: using cached PMKSA for fast reconnect cache_id=2544
error,kernel: wlan0: tx queue stuck for station 64:5a:04:a9:33:e1; firmware recovery triggered queue=5
error,hostapd: wlan0: STA 48:5f:99:c0:21:6a WPA: EAPOL-Key timeout after message 1/4 retry=3 event_id=train-3847
normal,kernel: wlan0: station 48:5f:99:c0:21:6a retry count high but frame delivered retry_count=3
error,hostapd: wlan0: STA 48:5f:99:c0:21:6a WPA: EAPOL-Key timeout after message 1/4 retry=1 event_id=train-3793
normal,hostapd: wlan0: STA 48:5f:99:c0:21:6a WPA: EAPOL-Key message received replay_counter=721
normal,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 RSN: PMKSA cache hit cache_id=2385
normal,dnsmasq-dhcp[411]: DHCPRELEASE(wlan0) 10.20.5.129 9c:b6:d0:13:7e:64
error,hostapd: wlan0: STA a8:6d:aa:42:bc:09 IEEE 802.11: class 3 frame from nonassociated station reason=7 seq=4354
normal,hostapd: wlan0: STA 88:66:5a:d1:72:0c WPA: EAPOL-Key message 3/4 sent replay_counter=652
normal,hostapd: wlan0: STA dc:a6:32:48:91:0f transient low ACK rate recovered ack_rate=28
error,hostapd: wlan0: STA dc:a6:32:48:91:0f IEEE 802.11: deauthenticated due to local deauth request reason=3 seq=4530
error,dnsmasq-dhcp[411]: no address available for DHCP request from 70:3a:cb:51:2d:88 pool=3 event_id=train-4713
normal,hostapd: wlan0: STA 3c:22:fb:10:24:38 RSN: PMKSA cache entry added cache_id=2646
error,hostapd: wlan0: STA a8:6d:aa:42:bc:09 IEEE 802.11: association denied status_code=17 AP full attempt=5740
error,hostapd: wlan0: STA 88:66:5a:d1:72:0c PMF required but client did not negotiate management frame protection attempt=5638
normal,hostapd: wlan0: STA dc:a6:32:48:91:0f WPA: EAPOL-Key message sent replay_counter=624
normal,hostapd: wlan0: STA 5c:e9:1e:33:8f:a1 RADIUS: Access-Accept received session=3260
error,wpa_supplicant: wlan0: CTRL-EVENT-DISCONNECTED station=6c:5a:b0:2e:91:c8 bssid=64:70:02:9a:bc:11 reason=34 locally_generated=0 seq=4442
normal,hostapd: wlan0: STA a8:6d:aa:42:bc:09 retry counter reset after successful frame ack retry_count=2
normal,hostapd: wlan0: STA 70:3a:cb:51:2d:88 WPA: pairwise key handshake completed (RSN) event_id=train-267
normal,kernel: wlan0: station 6c:5a:b0:2e:91:c8 power save mode disabled after traffic idle interval=92s
error,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 WPA: received EAPOL-Key with invalid MIC replay_counter=4041
error,"hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 excessive frame retries, disconnecting station retry_count=8"
error,kernel: wlan0: tx queue stuck for station 70:3a:cb:51:2d:88; firmware recovery triggered queue=7
error,hostapd: wlan0: STA 88:66:5a:d1:72:0c WPA: pairwise key installation failed keyidx=0 event_id=train-4120
error,hostapd: wlan0: STA 64:5a:04:a9:33:e1 WPA: received EAPOL-Key with invalid MIC replay_counter=3903
error,hostapd: wlan0: STA 5c:e9:1e:33:8f:a1 IEEE 802.11: association denied status_code=17 AP full attempt=5690
error,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 IEEE 802.1X: EAP timeout waiting for response session=5036
normal,hostapd: wlan0: STA e4:5f:01:aa:3b:77 WPA: EAPOL-Key message received replay_counter=637
normal,hostapd: wlan0: STA a8:6d:aa:42:bc:09 changed power save mode: off ps_seq=1366
normal,hostapd: wlan0: STA a8:6d:aa:42:bc:09 WPA: group key handshake completed (RSN) gtk=2 event_id=train-190
error,kernel: wlan0: firmware crashed while processing association response station=28:cf:e9:5b:73:a4 crash_id=5521
error,hostapd: wlan0: STA e4:5f:01:aa:3b:77 PMF required but client did not negotiate management frame protection attempt=5713
normal,hostapd: wlan0: STA 70:3a:cb:51:2d:88 keepalive response received after retry retry=0 event_id=train-2265
error,radiusd[822]: Login incorrect: [64:5a:04:a9:33:e1] invalid password from client ap-1 event_id=train-4941
error,radiusd[822]: Login incorrect: [64:5a:04:a9:33:e1] invalid password from client ap-1 event_id=train-5157
normal,hostapd: wlan0: STA 5c:e9:1e:33:8f:a1 authorized vlan=2 event_id=train-86
error,hostapd: wlan0: STA dc:a6:32:48:91:0f WPA: EAPOL-Key timeout after message 3/4 retry=0
error,dnsmasq-dhcp[411]: no address available for DHCP request from 70:3a:cb:51:2d:88 pool=3
normal,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 WPA: EAPOL-Key message 1/4 sent replay_counter=716
normal,hostapd: wlan0: STA 2c:54:cf:92:10:bd WPA: EAPOL-Key message 3/4 sent replay_counter=586
error,hostapd: wlan0: STA d8:bb:c1:07:90:ac IEEE 802.11: class 3 frame from nonassociated station reason=7 seq=4409
error,hostapd: wlan0: STA 2c:54:cf:92:10:bd WPA: pairwise key installation failed keyidx=0 event_id=train-3892
normal,hostapd: wlan0: STA 64:5a:04:a9:33:e1 keepalive response received after retry retry=0 event_id=train-2259
normal,hostapd: wlan0: STA 64:5a:04:a9:33:e1 WPA: EAPOL-Key message 2/4 received replay_counter=591
error,hostapd: wlan0: STA dc:a6:32:48:91:0f IEEE 802.11: deauthenticated due to local deauth request reason=3 seq=4260
error,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 IEEE 802.11: deauthenticated due to local deauth request reason=3 seq=4275
normal,hostapd: wlan0: STA f4:f5:d8:7a:19:2b RSN: PMKSA cache hit cache_id=2600
normal,hostapd: wlan0: STA d8:bb:c1:07:90:ac changed power save mode: on ps_seq=1151
error,hostapd: wlan0: STA 5c:e9:1e:33:8f:a1 IEEE 802.11: deauthenticated due to previous authentication no longer valid reason=2 seq=4178
error,hostapd: wlan0: STA f4:f5:d8:7a:19:2b IEEE 802.1X: EAP timeout waiting for response session=4850
normal,wpa_supplicant: wlan0: CTRL-EVENT-SIGNAL-CHANGE station=88:66:5a:d1:72:0c above=1 signal=-57 noise=-95 txrate=433.3 Mb/s
error,hostapd: wlan0: STA d8:bb:c1:07:90:ac EAP-TLS: client certificate validation failed serial=104949
error,kernel: wlan0: driver failed to install pairwise key for station 6c:5a:b0:2e:91:c8 keyidx=0
error,hostapd: wlan0: STA f4:f5:d8:7a:19:2b IEEE 802.11: association rejected unsupported rates status_code=18 attempt=5606
error,hostapd: wlan0: STA dc:a6:32:48:91:0f RADIUS: Access-Reject received session=5106
normal,hostapd: wlan0: STA a0:36:9f:71:b5:2e WPA: EAPOL-Key message 4/4 received replay_counter=407
error,hostapd: wlan0: STA 70:3a:cb:51:2d:88 IEEE 802.11: class 3 frame from nonassociated station reason=7 seq=4359
normal,hostapd: wlan0: STA a8:6d:aa:42:bc:09 WPA: EAPOL-Key message 3/4 sent replay_counter=574
error,hostapd: wlan0: STA 88:66:5a:d1:72:0c WPA: pairwise key installation failed keyidx=0 event_id=train-3868
error,hostapd: wlan0: STA 2c:54:cf:92:10:bd WPA: pairwise key installation failed keyidx=2 event_id=train-4018
normal,hostapd: wlan0: STA 88:66:5a:d1:72:0c changed power save mode: off ps_seq=1534
normal,hostapd: wlan0: STA 9c:b6:d0:13:7e:64 WPA: EAPOL-Key message 4/4 received replay_counter=653
normal,hostapd: wlan0: STA 48:5f:99:c0:21:6a accounting session stopped normally session=3475
normal,hostapd: wlan0: STA dc:a6:32:48:91:0f keepalive response received sequence=1974
error,hostapd: wlan0: STA 28:cf:e9:5b:73:a4 IEEE 802.1X: authentication failed session=5107
error,"kernel: wlan0: station b8:27:eb:6d:45:f2 beacon loss detected, connection unstable seq=5370"
error,hostapd: wlan0: STA 3c:22:fb:10:24:38 disconnected after repeated keepalive failures
normal,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 RADIUS: Access-Accept received session=3236
normal,wpa_supplicant: wlan0: CTRL-EVENT-SIGNAL-CHANGE station=a8:6d:aa:42:bc:09 above=1 signal=-67 noise=-95 txrate=433.3 Mb/s
normal,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 WPA: EAPOL-Key message 1/4 sent replay_counter=464
normal,hostapd: wlan0: STA a8:6d:aa:42:bc:09 WPA: EAPOL-Key message 3/4 sent replay_counter=484
normal,kernel: wlan0: station 64:5a:04:a9:33:e1 power save mode enabled after association interval=33s
error,hostapd: wlan0: STA e4:5f:01:aa:3b:77 WPA: EAPOL-Key timeout after message 1/4 retry=3 event_id=train-3691
error,dnsmasq-dhcp[411]: duplicate lease conflict for 10.20.1.83 e4:5f:01:aa:3b:77 xid=4813
normal,hostapd: wlan0: STA 88:66:5a:d1:72:0c WPA: group key handshake completed (RSN) gtk=2
normal,hostapd: wlan0: STA 3c:22:fb:10:24:38 keepalive response received sequence=2196
normal,hostapd: wlan0: STA 70:3a:cb:51:2d:88 single missed ack recovered on retry retry_count=1 event_id=train-3561
error,hostapd: wlan0: STA 9c:b6:d0:13:7e:64 WPA: group key handshake timeout retry=1 event_id=train-3725
error,dnsmasq-dhcp[411]: bad DHCP request from a8:6d:aa:42:bc:09: requested address outside subnet xid=4624
error,hostapd: wlan0: STA d8:bb:c1:07:90:ac denied by MAC ACL policy acl_rule=9
error,kernel: wlan0: station 3c:22:fb:10:24:38 link failed due to poor channel conditions signal=-87 event_id=train-5376
error,hostapd: wlan0: STA b8:27:eb:6d:45:f2 RADIUS: Access-Reject received session=5118
normal,hostapd: wlan0: STA 6c:5a:b0:2e:91:c8 accounting session started session=3416
normal,kernel: wlan0: station 28:cf:e9:5b:73:a4 power save mode enabled ps_seq=1561
error,hostapd: wlan0: STA 70:3a:cb:51:2d:88 deauthenticated after keepalive timeout reason=4 retry_count=13
error,hostapd: wlan0: STA f4:f5:d8:7a:19:2b IEEE 802.1X: EAP timeout waiting for response session=5102
error,hostapd: wlan0: STA b8:27:eb:6d:45:f2 IEEE 802.11: association rejected unsupported rates status_code=18 attempt=5676
error,dnsmasq-dhcp[411]: duplicate lease conflict for 10.20.0.98 dc:a6:32:48:91:0f xid=4638
normal,kernel: wlan0: station f4:f5:d8:7a:19:2b power save mode disabled after traffic idle interval=14s
error,hostapd: wlan0: STA 0c:8b:fd:61:c2:14 WPA: received EAPOL-Key with invalid MIC replay_counter=3861
normal,wpa_supplicant: wlan0: CTRL-EVENT-CONNECTED bssid=64:70:02:9a:bc:11 id=0 ssid=OfficeWiFi-Guest station=9c:b6:d0:13:7e:64 event_id=train-233
normal,wpa_supplicant: wlan0: CTRL-EVENT-CONNECTED bssid=18:64:72:2f:8a:c3 id=0 ssid=Corp-8021X station=a0:36:9f:71:b5:2e
error,kernel: wlan0: driver failed to install pairwise key for station dc:a6:32:48:91:0f keyidx=0
normal,dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.20.3.163 70:3a:cb:51:2d:88 client-23
error,kernel: wlan0: connection lost from 00:25:9c:7a:10:01 after beacon timeout station=9c:b6:d0:13:7e:64 seq=5387
normal,hostapd: wlan0: STA 3c:22:fb:10:24:38 RSN: using cached PMKSA for fast reconnect cache_id=2484
normal,hostapd: wlan0: STA a8:6d:aa:42:bc:09 RSN: PMKSA cache entry added cache_id=2356
normal,wpa_supplicant: wlan0: CTRL-EVENT-SCAN-RESULTS station=70:3a:cb:51:2d:88 scan_id=3117
normal,kernel: wlan0: station 48:5f:99:c0:21:6a power save mode enabled ps_seq=1513
error,hostapd: wlan0: STA 9c:b6:d0:13:7e:64 WPA: group key handshake timeout retry=3 event_id=train-3959
normal,hostapd: wlan0: STA 9c:b6:d0:13:7e:64 accounting session updated rx_bytes=64057 tx_bytes=85613
error,kernel: wlan0: driver failed to install pairwise key for station 5c:e9:1e:33:8f:a1 keyidx=2
error,wpa_supplicant: wlan0: CTRL-EVENT-BEACON-LOSS station=70:3a:cb:51:2d:88 bssid=64:70:02:9a:bc:11 seq=5241
